"acc_rep_num ","company_code","DIST_CODE","report_date","ip_number","accident_dt_time","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rep_num","dutyio_code","release_status","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","create_by","create_dt","modify_by","modify_dt","mig_flag","off_on_svc"
"W05292015","02","SW","28/01/2015","201500494","23/12/2014 23:45","2","HCI boarding berth 1","hg central interchange","3","1","1","1","21","37","4","1","5","70","59","0","0","0","N","Y","Y","N","N","","25","R","sbs3086J- front w/screen cracked, OS front panel dmgd, HCRG     sbs9688H,svc89, rear engine cover damaged","Aft completion of duty I was going to conduct parade check. I was stopping behind SBS9688H. I fogot to pulled h/brake and left the driver seat. My bus moved forward and hit against the front bus causing damage to both buses.","","previous report w/0057/2015 deleted. This is the same case w/ a diff report number.","wdssof01","28/01/2015 10:14","","28/01/2015 10:14","","N"
"W04682015","02","SW","26/01/2015","201500497","24/01/2015 12:35","1","Jurong Pier Road aft bus stop code 21299","Jurong Pier Road","1","1","1","1","13","33","3","2","2","70","60","0","0","0","N","Y","Y","N","N","","26","R","Right rear bumper damaged, side engine cover & body panel damaged. (BLRG)  CCTV","After pax alighting at bus stop code 21299 I then exit from the bus stop. Due to the traffic light ahead turned to Red lights so I stopped my bus before the designated traffic light controlled for pedestrian crossing. While my bus was stationayall of sudden I heard sound at the right rear of my bus. I went down to checked and found a lorry container hit into my bus rear right rear side. The lorry driver namely Lim Lam Peng NRIC S7302415C H/P 92823732. The lorry sustained front left paneminor scratched. No injury reported. I report to WOCC.","","","wdblrs04","26/01/2015 12:07","wdblrs04","26/01/2015 12:30","","N"
"E04882015","02","SE","27/01/2015","201500499","07/01/2015 18:30","2","VICTORIA STREET","VICTORIA STREET","2","1","1","1","7","33","2","1","5","86","78","0","0","0","N","Y","N","N","Y","F/2015","23","R","NO DMG","On 26/01/2015 my RM informed me of CFMS. The incident happened on 07/01/2015 at about 1830 hrs. There was a female boarded my bus at the bus stop opposite Bugis Junction. I then drove off at about 40 km/hr when the traffic light ahead suddenlyturned red. The breaking force causes the female passenger in her 20s who was standing near the exit door was thrown towards the front of the bus and fell on her back. I checked with her and she declined medical attention. No visible injury on her.on her.","","INFORMED OF CFMS ON 26/01/2015","edsfof02","27/01/2015 09:47","","27/01/2015 09:47","","N"
"E04712015","02","SE","26/01/2015","201500500","11/01/2015 12:50","1","BETWEEN PARKWAY PARADE AND AMBER GARDENS","MARINE PARADE ROAD","2","1","1","1","17","33","1","2","5","86","61","0","0","0","N","Y","N","N","Y","G20150","23","R","NO DMG","On 22/01/2015 I was informed of a complaint against me regarding an incident when I was travelling along Marine Parade Road a car (number unknown) suddenly cut into my lane. I e-brake. After that I checked the mirror and did not see any passengerfell down. I waited for a minute to see any passenger report any injury. However no one approached me. That s all.","","I was informed of the CFMs on 22/01/2015","edsfof02","26/01/2015 13:43","edsfof02","27/01/2015 14:29","","N"
"E05302015","02","SE","28/01/2015","201500501","11/01/2015 14:10","1","AMK DEPOT","AMK DEPOT","3","1","1","1","18","36","4","1","5","70","67","0","0","0","N","Y","Y","N","N","","23","R","LEFT SIDE FIRST TYRE PUNCTURE","I was driving along Lor. 6 Toa Payoh when my left side front tyre puncture. Tow truck was activated to bring the bus back to AMK Depot. Upon reaching AMK Depot I alighted from my bus. While the external towing truck was about to reverse into parkinglot it hit into another unattended bus (SBS3317T) causing its o/s front quarter glass to shatter. I was informed to make TAC report as a witness to this accident. No injury. That s all.","","I WAS INFORMED TO MAKE TAC REPORT ON 28/01/2015","edsfof02","28/01/2015 10:42","edsfof02","28/01/2015 11:28","","N"
"E05192015","02","SE","27/01/2015","201500502","15/01/2015 10:00","3","KOVAN MRT BUS STOP","UPPER SERANGOON ROAD","2","1","1","1","10","42","4","2","5","86","64","0","0","0","N","Y","N","N","Y","G20150","23","R","NO DMG","I was informed of a customer feedback on 22/01/2015. The complainant feedback on behalf of her mother alleged that I abruptly moved off the bus while her mother was alighting from the bus. Her mother was using a walking stick and lost her balance.She fell towards a pillar near the bus stop. I wish to state that on that day I did saw an old lady getting off my bus and slightly lost balance but did not fall down. My bus was staionary when passengers alighting and only drove off after the ladyalighted from the bus. That s all.","","I WAS INFORMED OF THE CFMS ON 22/01/2015","edsfof02","27/01/2015 15:38","","27/01/2015 15:38","","N"
"E04842015","02","SE","26/01/2015","201500504","19/01/2015 09:55","1","Aft Bedok Stn b/stop","New Upp Changi Rd","2","1","1","1","10","33","2","3","1","86","78","0","0","0","N","Y","N","Y","Y","NP299","23","R","SBS7410E, No damaged","On the 25/1/15 I was informed by my RM that I had received a complain from a bus pax who had boarded the bus which I was driving. On the 19/1/2015 I was driving bus svc 2 from CVT to NBT. As I was driving along New Upp Changi Rd the road trafficturns amber as suc I applied the brakes to stop the bus. However I realised the bus is not slowing down and the brake is not responding well. As such I applied more force on the brakes which then causes the bus to jam barke. Due to the sudden brakebarke a Chinese male pax in 50s had lost balance. However I was driving therefore I only check on the well being of the said pax when he alighted the bus a few stops later. The said male pax claimed that he did not sustain any injuries and he wasalright. I did offer to call an ambulance for him but he decl","","The said male pax claimed that he did not sustain any injuries and he was alright.","amoppr10","26/01/2015 17:02","","26/01/2015 17:02","","N"
"W05272015","02","SW","28/01/2015","201500505","23/01/2015 14:45","2","anchorvale dr, B67359","anchorvale dr","1","1","1","1","3","42","2","1","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs6239R- LHS panel scratches, SKRG, cctv","I was driving approaching bstop when I saw a car parked inside the bstop.I horned at it but it did not move off so I had no choice but to manoeuvre into the bstop. Due to the constraint of space my bus LHS grazed agaisnt said car. I stopped andexchange particulars.","","bc reported to Rg on 26/01","wdssof01","28/01/2015 09:42","","28/01/2015 09:42","","N"
"E04702015","02","SE","26/01/2015","201500507","23/01/2015 14:59","3","Aft Braddell Rd Exit","CTE","1","1","1","1","1","33","1","1","5","70","52","0","0","0","N","Y","Y","N","N","","23","R","SBS8728H, Scratches on front portion","I intend to start my svc 131 at BMI. During incident period I was driving off bus svc 131 along CTE when my bus front portion collided onto the rear of a m/car (SJB1504C) which the said car suddenly swerve to left.My bus sustained minor damaged on front portion and the said car sustained damaged on rear right. No one was injured. Bus continue svc after exchange our particulars. That’s all.","","","amoppr10","26/01/2015 12:30","amoppr10","26/01/2015 13:35","","N"
"E04692015","02","SE","26/01/2015","201500508","23/01/2015 17:20","2","SIMS AVE","SIMS AVE","1","1","1","1","7","33","1","1","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","FRONT RIGHT SIDE PAINT PEEL OFF","I was driving straight along Sims Ave when a car (SFX1171K) suddenly turned left into Geylang Lorong 3. I stopped my bus to take photo. The car driver supposed to stop in front but she drove away. No injury. That s all.","","","edsfof02","26/01/2015 12:18","","26/01/2015 12:18","","N"
"W05042015","02","SW","27/01/2015","201500509","23/01/2015 18:54","3","Clementi Ave 3, taxi stand Clementi Vibe","clementi ave 3","1","1","1","1","8","33","1","1","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs9362Y- rear RHS panel minor scratches, CLRG, no cctv","I was in the left most lane proceeding to Clementi MRT bstop twds Clementi Int. Somewhere at the said a/m location suddenly I heard sound from the rear. I checked and saw a 7760P car had sideswiped my RHS rear. I stopped and alighted to check.I advised driver to proceed to CLI to reprot as traffic was heavy. OCC not informed. That is all","","24 and 25 wkends","wdssof01","27/01/2015 13:38","","27/01/2015 13:38","","N"
"E04722015","02","SE","26/01/2015","201500510","23/01/2015 22:45","2","Junc of Bishan Rd","Bishan Rd","3","1","1","1","18","25","2","3","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","SBS8375S, Left v/mirror dislodged","During incident period I was negotiating a left turn from Bishan Rd into Bishan St 11 when my bus left v/mirror sideswipe with a m/bus (SBS8772D svc 52) resulted my bus left v/mirror dislodged from my bus. The said bus sustained damaged on rearw/screen. No one was injured. EOCC was informed and Both buses awaits after consulted CRS. CRS activated. They escorted my bus back to depot. Thats all.","","","amoppr10","26/01/2015 13:55","","26/01/2015 13:55","","N"
"W05082015","02","SW","27/01/2015","201500510","23/01/2015 22:42","2","bishan rd X bishan st 13","bishan rd X bishan st 13","1","1","1","1","17","27","2","3","1","70","60","0","0","0","N","Y","Y","N","N","","23","R","sbs8772D - rear w/screen glass crack,JERG       sbs8375S, svc54, side mirror damaged","Upon turning left I wait for ped to finish crossing at ped crossing of Bishan St 13 when suddenly I heard sound from the rear. I checked and saw my rear w/screen damage. I stopped and alighted. I went to check. OCC informed. There was no pax inmy bus. My bus was hit in the rear by SBS8375S svc54. CRS was activated. I then RTD back to SLBP. That is all","","24,25-wkends","wdssof01","27/01/2015 14:02","","27/01/2015 14:02","","N"
"W04832015","02","SW","26/01/2015","201500511","24/01/2015 06:55","9","Gul Rd","Gul Rd","1","1","1","1","3","33","2","2","5","70","75","0","0","0","N","Y","N","N","N","","23","R","SBS9410S - Left front v/m assy drop off ( BLRG )","Aft paxs activities at kerbside b/stop 8.6 KM along Gul Rd I moved off & then stopped behind a pte bus PC1551P. Aft that I saw said pte bus overtook a stopped pick-up & aft overtaking said pte bus suddenly reversed twds my bus I tooted horned atsaid pte bus but fail to stop as a result said pte bus rear right top body collided onto the left front v/m of my bus.  I alighted to check 3P wish to settle & then left in hurry. WOCC informed & to wait for CRS. Aft CRS attended to my bus Ithen RTD to SLBP.","","","jradaa01","26/01/2015 17:00","","26/01/2015 17:00","","N"
"W05512015","02","SW","29/01/2015","201500522","29/01/2015 07:20","3","Pioneer Rd Nth / Pioneer Circle","Pioneer Rd Nth","1","1","1","1","3","33","3","3","5","70","52","0","0","0","N","Y","N","N","N","","26","R","SBS9443Y - Front w/screen,destination glass,body & entrance door damaged ( BLRG )","I was driving my bus at the 1st left inner lane Pioneer Rd Nth following behind a lorry XB5049H heading twds Pioneer Circle. At said junct said lorry stopped I then stopped behind said lorry. When I saw said lorry started to move off I followed &at the sametime I was checking on my right-Pioneer Circle any oncoming m/veh. Aft checking I then looked back infront then I saw said lorry was stopping & didn’t moved off  I then brake to stop my bus but it was too late as a result my bus frontleft portion collided into the rear ctr portion of said lorry. WOCC informed. Nobody was injured onboard my bus. I alighted to check. Tr paxs & wait for tow truck. My bus was towed back to SLBP.","","","jradaa01","29/01/2015 10:51","jradaa01","29/01/2015 10:52","","N"
"E05322015","02","SE","28/01/2015","201500526","26/01/2015 16:45","2","Opps Blk 237","Tampines St 21","2","1","1","1","3","42","2","2","5","85","58","0","0","0","N","Y","Y","N","Y","S/D re","14","R","SBS7338G, No damaged","My Rm approached and informed me that me that someone had walked in to my RM office feedback regarding an incident that had happened when I was at the said b/stop to perform my pax activities.The feedback state that while performing my pax activities at the said b/stop the cyclist come from my rear and hit the bus rear and I did not noticed. After completed my pax activities I resume my svc.However I wish to state no such incident had to place and no one had approached me. At about 1715hrs my RM come and checked with 291 BC including me regards an incident and I informed him that no idea of such incident. Thats all","","","amoppr10","28/01/2015 11:08","amoppr10","28/01/2015 11:11","","N"
"W05552015","02","SW","29/01/2015","201500531","24/01/2015 22:43","2","anchorvale rd, Bstop blk 313","anchorvale road","2","1","1","1","16","42","2","1","1","86","65","0","0","0","N","Y","Y","N","Y","f/2015","26","R","sbs8615R - SKRG, cctv","At said bstop I opened both doors for pax act. 02 pax boarded from the front. No more pax boarding so I closed the front door. As the door was abt to close a F/pax and her daughter abt 07Y wanted to alight at the front. I shouted to alert thembut the daugther was unable to avoid hitting the closing door. I opened the door.I apologised to them. The F/pax was not happy. No visible injuries. I told her to see RG at Int. she followed me back to Int.","","bc reported to Rg on 26/01","wdssof01","29/01/2015 11:42","","29/01/2015 11:42","","N"
"E05052015","02","SE","27/01/2015","201500538","20/01/2015 08:40","3","UBI AVE 1 BUS STOP NEAR BLK 322","UBI AVE 1","2","1","1","1","6","42","4","2","5","86","82","0","0","0","N","Y","N","N","Y","G/2015","26","R","NO DMG","I was informed of the customer feedback. The feedback stated " Today morning I took svc 15. There were a lot of people inside the bus. I stood near the door. When the door closed my feet was there clip. Another passenger asked the driver to openthe door. The driver pressed close again and let my feet clip again. Another passenger again asked the driver to open the door and again he just opened. After that the driver never apologized to me." I wish to state that I did not recall what hadhappened on 20/01/2015. I could not remember any passenger came to me. I did not know the customer particulars and any injury. That s all.","","I WAS INFORMED OF THE CFMS ON 26/01/2015","edsfof02","27/01/2015 13:47","","27/01/2015 13:47","","N"
