"IP_NUMBER","COMPANY_CODE","DIST_CODE","accident_date","ip_type","init_liab","init_cause","init_find_date","inv_status","final_find_date","final_cause","offence_type","pol_rep_fee","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rpt","photo","vir","form15a","pol_rep_num","dutyio_code","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","nat_of_acc_chng_dt","src_rep_num","create_by","create_dt","modify_by","modify_dt","mig_flag"
"201500501","02","SE","11/01/2015 14:10","M","NAF","299","29/01/2015","1","16/02/2015","299","1","","1","AMK DEPOT","AMK DEPOT","3","1","1","1","18","36","4","1","5","70","67","0","0","0","N","Y","Y","N","N","N","N","N","","","23","LEFT SIDE FIRST TYRE PUNCTURE","I was driving along Lor. 6 Toa Payoh when my left side front tyre puncture. Tow truck was activated to bring the bus back to AMK Depot. Upon reaching AMK Depot I alighted from my bus. While the external towing truck was about to reverse into parkinglot it hit into another unattended bus (SBS3317T) causing its o/s front quarter glass to shatter. I was informed to make TAC report as a witness to this accident. No injury. That s all.","(M)(Y) : accident caused by external tow truck, while reversing bus into parking lot.","I WAS INFORMED TO MAKE TAC REPORT ON 28/01/2015","","E05302015","sfalio04","29/01/2015 08:22","sfalio04","16/02/2015 12:05",""
"201500502","02","SE","15/01/2015 10:00","C","NAF","231","29/01/2015","1","","","","","3","KOVAN MRT BUS STOP","UPPER SERANGOON ROAD","2","2","1","1","10","42","4","2","5","86","64","0","1","0","N","Y","N","N","Y","N","N","N","","G20150","23","NO DMG","I was informed of a customer feedback on 22/01/2015. The complainant feedback on behalf of her mother alleged that I abruptly moved off the bus while her mother was alighting from the bus. Her mother was using a walking stick and lost her balance.She fell towards a pillar near the bus stop. I wish to state that on that day I did saw an old lady getting off my bus and slightly lost balance but did not fall down. My bus was staionary when passengers alighting and only drove off after the ladyalighted from the bus. That s all.","(N)(N) : CFMS case. Elderly female passenger fall while alighting from bus.","I WAS INFORMED OF THE CFMS ON 22/01/2015","13/02/2015","E05192015","sfalio04","29/01/2015 08:25","sfalad02","13/02/2015 09:10",""
"201500504","02","SE","19/01/2015 09:55","C","NAF","221","29/01/2015","2","16/02/2015","402","1","","1","Aft Bedok Stn b/stop","New Upp Changi Rd","2","2","1","1","10","33","2","3","1","86","61","0","1","0","N","Y","N","Y","Y","N","N","N","","NP299","23","SBS7410E, No damaged","On the 25/1/15 I was informed by my RM that I had received a complain from a bus pax who had boarded the bus which I was driving. On the 19/1/2015 I was driving bus svc 2 from CVT to NBT. As I was driving along New Upp Changi Rd the road trafficturns amber as suc I applied the brakes to stop the bus. However I realised the bus is not slowing down and the brake is not responding well. As such I applied more force on the brakes which then causes the bus to jam barke. Due to the sudden brakebarke a Chinese male pax in 50s had lost balance. However I was driving therefore I only check on the well being of the said pax when he alighted the bus a few stops later. The said male pax claimed that he did not sustain any injuries and he wasalright. I did offer to call an ambulance for him but he decl","(M)(N) : CFMS case. Passenger fall onboard due to BC applying abrupt braking.","The said male pax claimed that he did not sustain any injuries and he was alright.","29/01/2015","E04842015","sfalio04","29/01/2015 08:45","sfalio04","16/02/2015 12:16",""
"201500505","02","SW","23/01/2015 14:45","Q","PAF","118","29/01/2015","2","16/02/2015","118","1","","2","anchorvale dr, B67359","anchorvale dr","1","1","1","1","3","42","2","1","1","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs6239R- LHS panel scratches, SKRG, cctv","I was driving approaching bstop when I saw a car parked inside the bstop.I horned at it but it did not move off so I had no choice but to manoeuvre into the bstop. Due to the constraint of space my bus LHS grazed agaisnt said car. I stopped andexchange particulars.","(M)(Y) : Bus involved in a side swipe accident with 3P Pte car.","bc reported to Rg on 26/01","","W05272015","sfalio04","29/01/2015 08:48","sfalio04","16/02/2015 12:15",""
"201500507","02","SE","23/01/2015 14:59","Q","PAF","105","29/01/2015","2","16/02/2015","102","1","","3","Aft Braddell Rd Exit","CTE","1","1","1","1","1","33","1","1","5","70","52","0","0","0","N","Y","Y","N","N","N","N","N","","","23","SBS8728H, Scratches on front portion","I intend to start my svc 131 at BMI. During incident period I was driving off bus svc 131 along CTE when my bus front portion collided onto the rear of a m/car (SJB1504C) which the said car suddenly swerve to left.My bus sustained minor damaged on front portion and the said car sustained damaged on rear right. No one was injured. Bus continue svc after exchange our particulars. That’s all.","(M)(Y) : Bus involved in an accident with 3P Pte car.","","","E04702015","sfalio04","29/01/2015 08:50","sfalio04","16/02/2015 12:12",""
"201500508","02","SE","23/01/2015 17:20","I","NAF","205","29/01/2015","2","16/02/2015","299","1","","2","SIMS AVE","SIMS AVE","1","1","1","1","7","33","1","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","FRONT RIGHT SIDE PAINT PEEL OFF","I was driving straight along Sims Ave when a car (SFX1171K) suddenly turned left into Geylang Lorong 3. I stopped my bus to take photo. The car driver supposed to stop in front but she drove away. No injury. That s all.","(M)(N) : Bus involved in a side swipe accident with 3P Pte car.","","","E04692015","sfalio04","29/01/2015 08:53","sfalio04","16/02/2015 12:25",""
"201500509","02","SW","23/01/2015 18:54","I","NAF","299","29/01/2015","2","16/02/2015","299","1","","3","Clementi Ave 3, taxi stand Clementi Vibe","clementi ave 3","1","1","1","1","8","33","1","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs9362Y- rear RHS panel minor scratches, CLRG, no cctv","I was in the left most lane proceeding to Clementi MRT bstop twds Clementi Int. Somewhere at the said a/m location suddenly I heard sound from the rear. I checked and saw a 7760P car had sideswiped my RHS rear. I stopped and alighted to check.I advised driver to proceed to CLI to reprot as traffic was heavy. OCC not informed. That is all","(M)(N) : Bus involved in an accident with 3P Pte car.","24 and 25 wkends","","W05042015","sfalio04","29/01/2015 08:55","sfalio04","16/02/2015 12:23",""
"201500510","02","SE","23/01/2015 22:45","I","FAF","118","29/01/2015","1","16/02/2015","118","1","","2","Junc of Bishan Rd","Bishan Rd","3","1","1","1","18","25","2","3","1","70","52","0","0","0","N","Y","Y","N","N","N","N","N","","","23","SBS8375S, Left v/mirror dislodged","During incident period I was negotiating a left turn from Bishan Rd into Bishan St 11 when my bus left v/mirror sideswipe with a m/bus (SBS8772D svc 52) resulted my bus left v/mirror dislodged from my bus. The said bus sustained damaged on rearw/screen. No one was injured. EOCC was informed and Both buses awaits after consulted CRS. CRS activated. They escorted my bus back to depot. Thats all.","(M)(Y) : Bus collided onto rear portion of SBS 8772D.","","","E04722015","sfalio04","29/01/2015 08:58","sfalio04","16/02/2015 12:09",""
"201500511","02","SW","24/01/2015 06:55","C","NAF","299","29/01/2015","2","16/02/2015","299","1","","9","Gul Rd","Gul Rd","1","1","1","1","3","33","2","2","5","70","75","0","0","0","N","Y","N","N","N","N","N","N","","","23","SBS9410S - Left front v/m assy drop off ( BLRG )","Aft paxs activities at kerbside b/stop 8.6 KM along Gul Rd I moved off & then stopped behind a pte bus PC1551P. Aft that I saw said pte bus overtook a stopped pick-up & aft overtaking said pte bus suddenly reversed twds my bus I tooted horned atsaid pte bus but fail to stop as a result said pte bus rear right top body collided onto the left front v/m of my bus.  I alighted to check 3P wish to settle & then left in hurry. WOCC informed & to wait for CRS. Aft CRS attended to my bus Ithen RTD to SLBP.","(N)(N) : Bus involved in an accident with 3P Pte bus.","","","W04832015","sfalio04","29/01/2015 09:00","sfalio04","16/02/2015 12:07",""
"201500522","02","SW","29/01/2015 07:20","Q","FAF","118","29/01/2015","1","03/02/2015","118","1","","3","Pioneer Rd Nth / Pioneer Circle","Pioneer Rd Nth","1","1","1","1","3","33","3","3","5","70","52","0","0","0","N","Y","N","N","N","N","N","N","","","26","SBS9443Y - Front w/screen,destination glass,body & entrance door damaged ( BLRG )","I was driving my bus at the 1st left inner lane Pioneer Rd Nth following behind a lorry XB5049H heading twds Pioneer Circle. At said junct said lorry stopped I then stopped behind said lorry. When I saw said lorry started to move off I followed &at the sametime I was checking on my right-Pioneer Circle any oncoming m/veh. Aft checking I then looked back infront then I saw said lorry was stopping & didn’t moved off  I then brake to stop my bus but it was too late as a result my bus frontleft portion collided into the rear ctr portion of said lorry. WOCC informed. Nobody was injured onboard my bus. I alighted to check. Tr paxs & wait for tow truck. My bus was towed back to SLBP.","(M)(Y) Collided onto rear portion of 3P lorry","","","W05512015","edbdam04","29/01/2015 13:54","edbdam04","10/02/2015 10:09",""
"201500526","02","SE","26/01/2015 16:45","I","NAF","299","29/01/2015","1","16/02/2015","218","1","","2","Opps Blk 237","Tampines St 21","1","1","1","1","3","42","2","2","5","85","69","0","0","0","N","Y","Y","N","Y","N","N","N","","S/D re","14","SBS7338G, No damaged","My Rm approached and informed me that me that someone had walked in to my RM office feedback regarding an incident that had happened when I was at the said b/stop to perform my pax activities.The feedback state that while performing my pax activities at the said b/stop the cyclist come from my rear and hit the bus rear and I did not noticed. After completed my pax activities I resume my svc.However I wish to state no such incident had to place and no one had approached me. At about 1715hrs my RM come and checked with 291 BC including me regards an incident and I informed him that no idea of such incident. Thats all","(N)(N) Cyclist collided onto rear of bus","","","E05322015","sfalpr04","29/01/2015 13:57","sfalpr04","16/02/2015 11:53",""
"201500531","02","SW","24/01/2015 22:43","C","NAF","499","29/01/2015","1","","","","","2","anchorvale rd, Bstop blk 313","anchorvale road","2","2","1","1","16","42","2","1","1","86","82","0","1","0","N","Y","Y","N","Y","N","N","N","","f/2015","26","sbs8615R - SKRG, cctv","At said bstop I opened both doors for pax act. 02 pax boarded from the front. No more pax boarding so I closed the front door. As the door was abt to close a F/pax and her daughter abt 07Y wanted to alight at the front. I shouted to alert thembut the daugther was unable to avoid hitting the closing door. I opened the door.I apologised to them. The F/pax was not happy. No visible injuries. I told her to see RG at Int. she followed me back to Int.","(S)(N) Pax hit by closing door","bc reported to Rg on 26/01","13/02/2015","W05552015","edbdam04","29/01/2015 14:28","sfalad02","13/02/2015 09:47",""
"201500538","02","SE","20/01/2015 08:40","C","NAF","499","29/01/2015","1","12/02/2015","499","1","","3","UBI AVE 1 BUS STOP NEAR BLK 322","UBI AVE 1","2","2","1","1","6","42","4","2","5","86","82","0","1","0","N","Y","N","N","Y","N","N","N","","G/2015","26","NO DMG","I was informed of the customer feedback. The feedback stated " Today morning I took svc 15. There were a lot of people inside the bus. I stood near the door. When the door closed my feet was there clip. Another passenger asked the driver to openthe door. The driver pressed close again and let my feet clip again. Another passenger again asked the driver to open the door and again he just opened. After that the driver never apologized to me." I wish to state that I did not recall what hadhappened on 20/01/2015. I could not remember any passenger came to me. I did not know the customer particulars and any injury. That s all.","(M)(N) Pax alleged BC closed doors on her and injured her leg.","I WAS INFORMED OF THE CFMS ON 26/01/2015","30/01/2015","E05052015","edbdam04","29/01/2015 15:32","edbdam04","12/02/2015 08:53",""
"201500552","02","SW","26/01/2015 06:35","Q","FAF","118","30/01/2015","2","05/02/2015","118","1","","1","PIE / Paya Lebar Rd ( below Paya lebar R","PIE","1","2","1","1","2","25","3","1","1","71","54","0","1","0","N","Y","N","N","Y","N","N","N","","T/2045","21","SBS8065L -  Right front corner bumper damaged ( CLRG )","My bus was off-svc from BBBP twds Geylang Lor 1 Term. Along PIE I was driving my bus at ctr lane & due to I had overshot the left turning pt dir to Sims Ave. I didn’t stopped & cont proceeding straight & decided to make an U-turn below Paya LebarRd showed red light I then stopped my bus. At that moment there were m/vehs stopping on my left & right. When I saw green light appeared so I let on my left & right m/vehs to move off first aft that I  moved out & saw on my rightside no m/vehI started to turn right slowly & decided to make an U-turn when my bus was beside the ctr divider then suddenly I saw a M’sian m/cycle was on my right wanted to turn right dir to Paya Lebar Rd as a result said m/cycle had its left ctr portiongrazed against the right front corner portion of my bus. M/rider fell","(M)(Y): Bus sideswipe 3P M/cycle.","","","W04752015","sfalio02","30/01/2015 16:02","sfalio02","10/02/2015 11:29",""
"201500563","02","SE","28/01/2015 05:30","C","NAF","299","02/02/2015","1","16/02/2015","299","1","","3","EUNOS INT.","EUNOS INT.","3","1","1","1","1","37","4","1","5","85","58","0","0","0","N","Y","Y","N","N","N","N","N","","","23","LEFT SIDE REAR SCRATCHES","I collected my bus to start work in Eunos Int.. While conducting 1st parade check found the left side rear had scratches. I informed my ARM (73112). No injury. That  s all.","(N)(N) : BC noticed bus damages while conducting 1st parade checking.","","","E05662015","sfalio04","02/02/2015 10:37","sfalio04","16/02/2015 12:22",""
"201500565","02","SW","28/01/2015 06:25","I","FAF","118","02/02/2015","1","16/02/2015","105","1","","1","HG int driveway","hougang central int","3","1","1","1","3","37","4","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs6616K-- NS rear corner cctv cover broken, rear corner corner bumper dropped, HCRG     sbs5237C,svc151, OS center side signal cover broken","I was moving alg the driveway and followed another bus. I swerve to the right and wanted to overtake the front bus when suddenly I heard grazed sound from the rear. I stopped and went to check and realised the OS rear of my bus grazed againstthe OS center body of behind bus SBS5237C causing damage. No inj. That is all","(M)(Y) : Bus involved in a side swipe accident with SBS 5237C.","bc reported to Rg on 29/01","","W05932015","sfalio04","02/02/2015 10:42","sfalio04","16/02/2015 14:47",""
